texto,sentimiento,compañía
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"@PersonalPy funciona normal, nada fuera de lo común",neutro,@PersonalPy
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Con @TigoParaguay tengo días buenos y otros no tanto,neutro,@TigoParaguay
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
Nunca tienen solución para mis problemas en @TigoParaguay,negativo,@TigoParaguay
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
@ClaroPY me sorprendió con su velocidad,positivo,@ClaroPY
Mi experiencia con @TigoParaguay es neutra hasta ahora,neutro,@TigoParaguay
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
La atención al cliente de @PersonalPy fue impecable,positivo,@PersonalPy
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
@TigoParaguay tiene el mejor internet que he probado,positivo,@TigoParaguay
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
Servicio muy profesional el de @ClaroPY,positivo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
"Con @ClaroPY tengo lo que espero, nada más",neutro,@ClaroPY
Con @ClaroPY no he tenido novedades importantes,neutro,@ClaroPY
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
La conexión de @PersonalPy es decente para tareas básicas,neutro,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
Estoy feliz con el rendimiento de @TigoParaguay,positivo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
@PersonalPy tiene la mejor relación calidad-precio,positivo,@PersonalPy
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
Cada mes tengo problemas con la facturación de @ClaroPY,negativo,@ClaroPY
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
La app de @ClaroPY funciona aunque podría mejorar,neutro,@ClaroPY
Con @PersonalPy tengo buena señal hasta en viajes largos,positivo,@PersonalPy
Muy buen trato por parte de los técnicos de @TigoParaguay,positivo,@TigoParaguay
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
"Puedo usar mi celular con @TigoParaguay, pero no es nada especial",neutro,@TigoParaguay
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
Muy buen trato por parte de los técnicos de @PersonalPy,positivo,@PersonalPy
Mi conexión con @PersonalPy siempre es rápida,positivo,@PersonalPy
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
Los cortes de servicio son frecuentes con @TigoParaguay,negativo,@TigoParaguay
Llevo más de una semana esperando que @TigoParaguay me llame,negativo,@TigoParaguay
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
@ClaroPY me sorprendió con su velocidad,positivo,@ClaroPY
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @TigoParaguay,positivo,@TigoParaguay
@ClaroPY me sorprendió con su velocidad,positivo,@ClaroPY
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
@TigoParaguay tiene el mejor internet que he probado,positivo,@TigoParaguay
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
"Todo depende del lugar, con @ClaroPY es muy variable",neutro,@ClaroPY
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
La app de @PersonalPy funciona aunque podría mejorar,neutro,@PersonalPy
La app de @TigoParaguay funciona aunque podría mejorar,neutro,@TigoParaguay
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
La conexión de @PersonalPy es decente para tareas básicas,neutro,@PersonalPy
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
El plan prometía mucho y @PersonalPy no cumplió nada,negativo,@PersonalPy
Gran cobertura y atención personalizada de @ClaroPY,positivo,@ClaroPY
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
@ClaroPY no responde mis reclamos desde hace días,negativo,@ClaroPY
"Puedo usar mi celular con @TigoParaguay, pero no es nada especial",neutro,@TigoParaguay
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @ClaroPY,positivo,@ClaroPY
"No es la mejor ni la peor, @PersonalPy está bien",neutro,@PersonalPy
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
Uso @PersonalPy solo para cosas simples y me alcanza,neutro,@PersonalPy
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
Estoy feliz con el rendimiento de @ClaroPY,positivo,@ClaroPY
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
"@PersonalPy es una estafa, nada funciona bien",negativo,@PersonalPy
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @TigoParaguay,positivo,@TigoParaguay
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
La atención al cliente de @PersonalPy fue impecable,positivo,@PersonalPy
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
Las facturas de @PersonalPy siempre vienen claras y sin errores,positivo,@PersonalPy
Malísima atención al cliente en @ClaroPY,negativo,@ClaroPY
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
Estoy feliz con el rendimiento de @PersonalPy,positivo,@PersonalPy
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
Estoy harto de los cortes con @ClaroPY,negativo,@ClaroPY
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Cada mes tengo problemas con la facturación de @ClaroPY,negativo,@ClaroPY
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
Mi experiencia con @TigoParaguay es neutra hasta ahora,neutro,@TigoParaguay
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
"Pésimo servicio de @ClaroPY, sin señal todo el día",negativo,@ClaroPY
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
"No hay mucha diferencia con otras, @ClaroPY es común",neutro,@ClaroPY
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
"Excelente servicio de @PersonalPy, muy satisfecho",positivo,@PersonalPy
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
Mi experiencia con @TigoParaguay es neutra hasta ahora,neutro,@TigoParaguay
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
"Con @ClaroPY tengo lo que espero, nada más",neutro,@ClaroPY
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
Llevo días sin internet gracias a @ClaroPY,negativo,@ClaroPY
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
Llevo más de una semana esperando que @TigoParaguay me llame,negativo,@TigoParaguay
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
Cada vez que llamo a @TigoParaguay me dejan esperando horas,negativo,@TigoParaguay
La señal de @ClaroPY es inestable todo el tiempo,negativo,@ClaroPY
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
Estoy encantado con la estabilidad de @TigoParaguay,positivo,@TigoParaguay
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
Pude cambiar de plan fácilmente con @PersonalPy,positivo,@PersonalPy
Malísima atención al cliente en @PersonalPy,negativo,@PersonalPy
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Todo el barrio tiene problemas con @ClaroPY,negativo,@ClaroPY
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
No puedo ni navegar con la lentitud de @ClaroPY,negativo,@ClaroPY
Los cortes de servicio son frecuentes con @TigoParaguay,negativo,@TigoParaguay
Llevo días sin internet gracias a @ClaroPY,negativo,@ClaroPY
Estoy feliz con el rendimiento de @TigoParaguay,positivo,@TigoParaguay
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Nunca tienen solución para mis problemas en @TigoParaguay,negativo,@TigoParaguay
